,station no.,station name,latitude,longitude,altitude,meanSpeed-100m,meanDuration,highWindFrac,scaleFactor,meanSpeed-10m,startTime_x,meanRes_x,Observations,gustObs,stormCount,startTime_y,meanRes_y,durationGoodness,paretoGoodness
208,033247,PROSERPINE AIRPORT                      ,-20.4925,148.555,19.7,6.4205017,8.03225806451613,0.0205685674531386,1.7244078631044184,3.7233080678637527,1996-03-22 08:00:00,29.99993673333333,315931.0,315931,161,1996-03-22 08:00:00,29.999936733333335,,0.009900990099009901
209,033255,HAMILTON ISLAND                         ,-20.3528,148.9511,22.6,7.22885,0.0,0.0077256657355625,0.9308736380382984,7.765661839002996,2002-03-14 17:00:00,29.985214383333336,2915.0,2915,0,2002-03-14 17:00:00,29.985214383333336,,
210,033294,YEPPOON THE ESPLANADE                   ,-23.1364,150.7506,5.5,6.531303,10.11111111111111,0.0056523766421726,1.429845009316873,4.567839791282675,1995-10-15 08:00:00,29.98998123333333,451505.0,451514,20,1995-10-15 08:00:00,29.98998123333333,,0.039603960396039604
211,033295,ALVA BEACH                              ,-19.4569,147.4833,7.5,6.9345994,9.0,0.0056767727099099,1.3703216940807013,5.06056309954198,1997-03-24 00:00:00,29.9999343,343141.0,343141,14,1997-03-24 00:00:00,29.9999343,,0.5148514851485149
212,033298,DOTSWOOD                                ,-19.6264,146.2939,292.5,5.2020316,0.0,0.0121555120026132,1.8285030928997337,2.8449673575047623,1996-12-17 02:30:00,27.5694907,46560.0,46561,0,1996-12-17 02:30:00,27.5694907,,
213,033307,WOOLSHED                                ,-19.4168,146.5362,556.0,5.982709,6.925,0.0419447778723754,2.563448069876678,2.3338522052670463,1998-11-07 19:00:00,29.99992993333333,303848.0,303848,98,1998-11-07 19:00:00,29.99992993333333,,0.009900990099009901
214,033308,SAMUEL HILL AERO                        ,-22.7433,150.6578,31.0,4.478383,7.0,0.0125880382708208,1.6912593177053177,2.647957659353056,2000-11-08 10:00:00,29.999923666666668,296186.0,296186,20,2000-11-08 10:00:00,29.999923666666668,,0.009900990099009901
215,033317,HAY POINT                               ,-21.2894,149.3008,7.0,7.2941017,15.6,0.005069693673366,1.1716012807277512,6.225754303167961,2005-11-24 14:00:00,29.999901516666668,300465.0,300466,20,2005-11-24 14:00:00,29.999901516666668,,0.4752475247524752
216,033327,BOWEN AIRPORT AWS                       ,-20.0153,148.2138,5.9,7.54576,9.857142857142858,0.0204512264687265,1.7126144890198138,4.405988740082895,2015-03-19 12:30:00,29.99978778333333,139175.0,139175,46,2015-03-19 12:30:00,29.999787783333332,,0.009900990099009901
217,033328,TOWNSVILLE- FANNING RIVER (DEFENCE)     ,-19.783,146.5,325.8,6.373766,7.045081967213115,0.0700551374576953,3.2913692653811464,1.9365089212183784,2017-10-03 09:30:00,29.999690016666666,96717.0,96717,593,2017-10-03 09:30:00,29.999690016666666,,0.009900990099009901
218,033329,OORALEA RACECOURSE (MACKAY TURF CLUB)   ,-21.17,149.1515,10.3,5.663748,11.72222222222222,0.0225892343928817,1.924783236641518,2.942537985398318,2016-06-27 10:00:00,29.9997479,117844.0,117844,64,2016-06-27 10:00:00,29.9997479,,0.009900990099009901
219,034035,MORANBAH AIRPORT                        ,-22.0644,148.0758,232.2,5.8115926,32.5,0.004982968543307,1.433005461354931,4.055527166932762,2012-02-27 09:00:00,29.9998461,194688.0,194688,5,2012-02-27 09:00:00,29.9998461,,0.009900990099009901
220,035124,CLERMONT AIRPORT                        ,-22.7756,147.6217,270.3,5.030926,7.936170212765957,0.023359442302686,2.423662305148796,2.0757537949416247,2010-04-15 11:00:00,29.99986825,225738.0,225738,167,2010-04-15 11:00:00,29.999868250000002,,0.009900990099009901
221,035129,ROLLESTON AIRPORT                       ,-24.4617,148.6264,219.5,5.2263927,6.9,0.0096998955145646,2.150444825801572,2.430377512254265,2010-07-12 15:00:00,29.99986575,220591.0,220591,72,2010-07-12 15:00:00,29.99986575,,0.009900990099009901
222,035134,BLACKWATER AIRPORT                      ,-23.6015,148.8074,193.0,6.0975394,10.0,0.0051535656822706,1.529542654665593,3.986511527675805,2013-05-29 11:00:00,29.99982658333333,171906.0,171906,15,2013-05-29 11:00:00,29.999826583333334,,0.6138613861386139
223,035139,LOCHINGTON                              ,-23.9424,147.525,267.2,5.0824065,7.708333333333333,0.013894001663424,2.2649059096358526,2.2439813058992133,2010-10-29 10:00:00,29.99986255,216193.0,216193,129,2010-10-29 10:00:00,29.99986255,,0.019801980198019802
224,035264,EMERALD AIRPORT                         ,-23.5694,148.1756,189.4,5.6529646,5.666666666666667,0.0032067759064228,1.47443826122276,3.8339784992366814,1998-11-07 19:00:00,29.99992993333333,308660.0,308660,10,1998-11-07 19:00:00,29.99992993333333,,0.5346534653465347
225,036031,LONGREACH AERO                          ,-23.4397,144.2828,192.2,6.8744073,7.411764705882353,0.0073562201866037,1.5621741388290498,4.400538403846043,1995-12-11 16:00:00,29.819100166666665,424264.0,424264,45,1995-12-11 16:00:00,29.819100166666665,,0.019801980198019802
226,036034,BLACKALL AIRPORT                        ,-24.4303,145.4306,281.3,6.916158,6.714285714285714,0.0158395194962325,1.9055553149914388,3.6294712333456327,2001-03-13 11:00:00,29.99992248333333,309685.0,309685,121,2001-03-13 11:00:00,29.999922483333332,,0.009900990099009901
227,037010,CAMOOWEAL TOWNSHIP                      ,-19.9225,138.1214,231.2,6.5459895,8.904761904761905,0.0131465864362064,1.6784714013884543,3.899970835357865,1999-06-24 09:30:00,29.99784305,223399.0,223399,55,1999-06-24 09:30:00,29.997843049999997,,0.019801980198019802
228,037034,THE MONUMENT AIRPORT                    ,-21.8125,139.9267,288.4,6.7238216,7.8,0.0175559208137684,1.7394838833078614,3.86541186413777,2000-12-14 14:00:00,29.99992333333333,288585.0,288585,88,2000-12-14 14:00:00,29.999923333333335,,0.009900990099009901
229,037036,TREPELL AIRPORT                         ,-21.84,140.8925,266.2,6.4832687,8.5,0.0067256827197272,1.5814199110199394,4.099650379140335,2001-08-19 17:00:00,29.99992093333333,282317.0,282317,35,2001-08-19 17:00:00,29.999920933333332,,0.009900990099009901
230,037039,WINTON AIRPORT                          ,-22.3617,143.0836,192.2,6.6207323,5.454545454545454,0.0076379715786535,1.5716528057066956,4.212592172644047,2002-10-17 14:00:00,29.99991645,274960.0,274960,34,2002-10-17 14:00:00,29.99991645,,0.009900990099009901
231,037053,CARTERS BORE                            ,-20.9358,139.2964,396.0,7.2164125,7.876190476190477,0.0343897124109764,2.1908572512899576,3.293876193896945,2014-07-29 14:00:00,29.99980333333333,151524.0,151524,289,2014-07-29 14:00:00,29.999803333333332,,0.019801980198019802
232,037058,URANDANGI AERODROME                     ,-21.5979,138.3665,178.6,6.712587,6.734375,0.0171603241794124,1.8084447740048468,3.711800866810564,2012-09-11 11:30:00,29.99983825,181402.0,181402,146,2012-09-11 11:30:00,29.99983825,,0.009900990099009901
233,037059,NEW MAY DOWNS                           ,-20.59,139.3411,392.0,6.8670926,7.225806451612903,0.0279967853701276,2.260758065596635,3.037517686614215,2013-08-19 08:30:00,29.99982255,168563.0,168563,345,2013-08-19 08:30:00,29.999822549999998,,0.009900990099009901
234,038026,BIRDSVILLE AIRPORT                      ,-25.8975,139.3472,46.6,7.1079936,7.0,0.0099277609753672,1.534740230963023,4.631398499466286,2000-07-24 13:00:00,29.99992465,295762.0,295762,154,2000-07-24 13:00:00,29.99992465,,0.009900990099009901
235,038076,WINDORAH AIRPORT                        ,-25.4117,142.6647,132.2,6.504609,5.714285714285714,0.0061138298520027,1.6296796852682496,3.991342081987428,2016-08-18 18:30:00,29.9997422,115384.0,115384,33,2016-08-18 18:30:00,29.9997422,,0.009900990099009901
236,039039,GAYNDAH POST OFFICE                     ,-25.6258,151.6094,105.7,5.5911803,0.0,0.0064656050317368,1.4534197891171707,3.846913580246909,2003-01-24 15:00:00,29.83425413333333,85.0,85,0,2003-01-24 15:00:00,29.83425413333333,,
237,039059,LADY ELLIOT ISLAND                      ,-24.1116,152.7161,3.6,7.827855,8.25,0.0156494789520827,1.3122608367144863,5.965167054567516,1998-12-22 02:30:00,29.872887,191916.0,191916,22,1998-12-22 02:30:00,29.872887,,0.019801980198019802
238,039066,GAYNDAH AIRPORT                         ,-25.6167,151.6156,110.9,5.511694,6.746835443037975,0.0247918014706854,2.2972142637971493,2.3992946767435157,2003-01-28 10:00:00,29.999915283333333,283572.0,283572,294,2003-01-28 10:00:00,29.999915283333333,,0.009900990099009901
239,039083,ROCKHAMPTON AERO                        ,-23.3753,150.4775,10.4,4.8656754,6.5,0.0042025720866247,1.5029830730411269,3.2373454742415424,1995-10-31 20:00:00,29.94069645,446568.0,446568,4,1995-10-31 20:00:00,29.94069645,,0.5346534653465347
240,039089,THANGOOL AIRPORT                        ,-24.4935,150.5709,193.1,5.087457,6.666666666666667,0.0091921511020345,1.8944362328674864,2.6854729083821614,2009-10-01 14:30:00,29.99987348333333,223139.0,223139,23,2009-10-01 14:30:00,29.99987348333333,,0.0297029702970297
241,039122,HERON ISLAND RES STN                    ,-23.4417,151.9125,3.3,7.675639,8.625,0.0142973947096864,1.2713610142732532,6.037340351288397,1999-02-16 14:00:00,29.999929133333332,222316.0,222316,18,1999-02-16 14:00:00,29.999929133333335,,0.43564356435643564
242,039123,GLADSTONE RADAR                         ,-23.8553,151.2628,74.5,6.699093,10.102564102564102,0.0102611440630681,1.4503142726620082,4.619062910202388,1994-08-10 15:00:00,29.92955425,475638.0,475639,122,1994-08-10 15:00:00,29.929554250000002,,0.009900990099009901
243,039128,BUNDABERG AERO                          ,-24.9069,152.323,30.8,6.6078773,6.424242424242424,0.0114858441120737,1.604166509990134,4.119196612904433,1998-11-07 19:00:00,29.99992993333333,349545.0,349545,81,1998-11-07 19:00:00,29.99992993333333,,0.009900990099009901
244,039304,HERON ISLAND                            ,-23.4483,151.9178,8.0,7.637577,0.0,0.0239712043678493,1.2429937914183509,6.144501372102355,1995-10-11 22:00:00,29.999489216666667,23964.0,23964,0,1995-10-11 22:00:00,29.999489216666667,,
245,039322,RUNDLE ISLAND                           ,-23.5322,151.2771,19.8,7.608096,8.0,0.0046699289065658,1.0415430937292145,7.3046388272818685,1996-01-20 04:00:00,29.99503525,411174.0,411174,13,1996-01-20 04:00:00,29.99503525,,0.6534653465346535
246,039326,GLADSTONE AIRPORT                       ,-23.8697,151.2214,16.6,5.8156376,8.555555555555555,0.0064615999440201,1.5117323606629898,3.847002114812475,1996-01-09 08:30:00,29.97478083333333,449236.0,449236,26,1996-01-09 08:30:00,29.974780833333334,,0.009900990099009901
247,040004,AMBERLEY AMO                            ,-27.6297,152.7111,24.2,4.7296977,6.344827586206897,0.006789171700383,1.6295827109941268,2.902398063262364,1995-10-14 14:00:00,29.9928436,354609.0,354609,82,1995-10-14 14:00:00,29.9928436,,0.009900990099009901
248,040043,CAPE MORETON LIGHTHOUSE                 ,-27.0314,153.4661,99.9,8.288787,9.281553398058252,0.0097766313045214,1.0618297855313694,7.806135221545529,1996-03-22 06:00:00,29.99993673333333,393802.0,393802,218,1996-03-22 06:00:00,29.999936733333335,,0.009900990099009901
249,040068,DOUBLE ISLAND POINT LIGHTHOUSE          ,-25.9319,153.1906,95.6,7.680221,8.517241379310345,0.0074239987189063,1.0275406355382544,7.474372122282945,1995-10-11 22:00:00,29.99993776666667,395888.0,395888,139,1995-10-11 22:00:00,29.99993776666667,,0.009900990099009901
250,040082,UNIVERSITY OF QUEENSLAND GATTON         ,-27.5436,152.3375,89.0,5.0312443,7.3125,0.0057315706492775,1.6565431176465837,3.0371948815325047,2002-07-16 12:00:00,29.999917466666663,296584.0,296584,101,2002-07-16 12:00:00,29.999917466666666,,0.019801980198019802
251,040093,GYMPIE                                  ,-26.1831,152.6414,64.5,4.9575768,7.373333333333333,0.0449752179698684,3.08274670327234,1.6081686978844256,2000-07-24 13:00:00,29.99992465,295237.0,295237,1030,2000-07-24 13:00:00,29.99992465,,0.019801980198019802
252,040126,MARYBOROUGH                             ,-25.5132,152.7152,9.0,5.6644917,7.588235294117647,0.0117745199327824,1.6981447448454754,3.3356942455207665,2007-12-19 13:30:00,29.999888233333333,267393.0,267393,71,2007-12-19 13:30:00,29.999888233333333,,0.009900990099009901
253,040211,ARCHERFIELD AIRPORT                     ,-27.5716,153.0071,12.5,4.8365245,6.4,0.0028827583707876,1.415068567358729,3.41787288482372,1994-09-21 12:30:00,29.80980245,425192.0,425192,34,1994-09-21 12:30:00,29.80980245,,0.009900990099009901
254,040223,BRISBANE AERO                           ,-27.4178,153.1142,4.0,5.7996655,6.425531914893617,0.013635749857908,1.6329744111567952,3.5515960393655743,1985-01-06 16:30:00,29.971252,35673.0,35675,116,1985-01-06 16:30:00,29.971252,,0.019801980198019802
255,040282,NAMBOUR DPI                             ,-26.6431,152.9392,32.5,4.5757565,4.4,0.1098626521550123,3.56037041111594,1.285191151895066,1997-07-14 14:00:00,29.9998359,63506.0,63506,5,1997-07-14 14:00:00,29.9998359,,0.009900990099009901
256,040284,BEERBURRUM FOREST STATION               ,-26.9586,152.9619,48.0,4.767545,7.550442477876106,0.0543698188829929,3.6546134464258486,1.30452790510544,1999-06-23 16:00:00,29.9999281,335219.0,335219,1485,1999-06-23 16:00:00,29.999928099999998,,0.009900990099009901
257,040405,HERVEY BAY AIRPORT                      ,-25.322,152.8817,13.0,5.8742266,5.333333333333333,0.011518238073223,1.5808213429936897,3.71593323696215,1999-06-23 16:00:00,29.9999281,331208.0,331209,18,1999-06-23 16:00:00,29.999928099999998,,0.0297029702970297
258,040555,TOOLARA (KELLY)                         ,-25.9713,152.8609,143.0,5.1647787,0.0,0.0011741040890936,1.5162442212352834,3.406297374181501,1998-11-07 20:00:00,28.772763750000003,132851.0,132851,0,1998-11-07 20:00:00,28.772763750000003,,
259,040651,JIMNA FORESTRY                          ,-26.6644,152.4606,523.0,5.4292564,7.4,0.0419881605398092,2.545194038638082,2.133140482332006,2000-07-24 13:00:00,19.830322833333334,107113.0,107113,19,2000-07-24 13:00:00,19.830322833333334,,0.0297029702970297
260,040717,COOLANGATTA                             ,-28.1681,153.5053,4.0,6.196159,8.045454545454545,0.0064454508137357,1.4649390591612228,4.229635934141542,1994-07-17 00:00:00,29.99994045,425619.0,425619,60,1994-07-17 00:00:00,29.99994045,,0.009900990099009901
261,040764,GOLD COAST SEAWAY                       ,-27.939,153.4283,3.0,7.0408583,8.320610687022901,0.007665332670423,1.4058989034287366,5.00808290807141,1994-07-17 00:00:00,29.99994045,458594.0,458770,280,1994-07-17 00:00:00,29.99994045,,0.009900990099009901
262,040842,BRISBANE AERO                           ,-27.3917,153.1292,4.5,6.2941155,7.151515151515151,0.0058794310631293,1.5047858658206443,4.1827317004555615,1995-10-11 22:00:00,29.99993776666667,473028.0,473028,90,1995-10-11 22:00:00,29.99993776666667,,0.009900990099009901
263,040861,SUNSHINE COAST AIRPORT                  ,-26.599,153.0912,3.4,6.060612,7.4,0.0037941507129686,1.3194882868491074,4.593153468730827,1995-12-23 15:00:00,29.783010016666665,437979.0,437979,23,1995-12-23 15:00:00,29.783010016666665,,0.0297029702970297
264,040908,TEWANTIN RSL PARK                       ,-26.3911,153.0403,6.4,5.5303464,6.8,0.0234062373348931,1.9855227228507824,2.7853352318450533,1996-03-21 00:00:00,29.99993675,318277.0,318277,83,1996-03-21 00:00:00,29.99993675,,0.009900990099009901
265,040913,BRISBANE                                ,-27.4808,153.0389,8.1,4.860663,7.480769230769231,0.0204123352133478,2.5142311896869662,1.9332601381695065,1999-12-10 14:30:00,29.999926666666667,397541.0,397541,616,1999-12-10 14:30:00,29.999926666666667,,0.009900990099009901
266,040922,KINGAROY AIRPORT                        ,-26.5737,151.8398,433.7,6.441113,7.995348837209303,0.0390827277893136,2.217052154839368,2.9052600233549226,2001-01-19 12:00:00,29.999846,291111.0,291111,486,2001-01-19 12:00:00,29.999845999999998,,0.009900990099009901
267,040925,BANANA BANK NORTH BEACON                ,-27.5327,153.3333,7.0,7.2326503,7.5,0.0084058918883448,1.3641762833691145,5.301844320395499,2002-08-23 12:00:00,29.984582266666667,349222.0,349222,85,2002-08-23 12:00:00,29.984582266666667,,0.009900990099009901
268,040926,INNER RECIPROCAL MARKER                 ,-27.2633,153.2419,10.0,7.549843,5.875,0.0082418338738994,1.2255615493433,6.160313073234172,2002-03-20 09:00:00,29.99991873333333,352082.0,352082,74,2002-03-20 09:00:00,29.999918733333335,,0.009900990099009901
269,040927,SPITFIRE CHANNEL BEACON                 ,-27.0481,153.2664,7.0,7.3743234,8.727272727272727,0.0055945951022348,1.2273710499098751,6.008226582021793,2002-07-23 10:00:00,29.99990551666667,314013.0,314013,28,2002-07-23 10:00:00,29.99990551666667,,0.009900990099009901
270,040958,REDCLIFFE                               ,-27.2169,153.0922,12.6,6.241101,10.25,0.0017121039945579,1.1561160637349437,5.398334115308441,2004-02-27 12:00:00,29.99991048333333,329966.0,329966,15,2004-02-27 12:00:00,29.999910483333334,,0.594059405940594
271,040959,REDCLIFFE JETTY                         ,-27.2261,153.1172,3.6,7.0661044,0.0,0.0020324272471701,1.159748972592617,6.092787817938389,2004-11-04 10:30:00,29.91071428333333,332.0,332,0,2004-11-04 10:30:00,29.910714283333334,,
272,040983,BEAUDESERT DRUMLEY STREET               ,-27.9707,152.9898,47.8,4.631388,8.194513715710723,0.0248706125813963,2.923624988619214,1.58412525732166,2007-08-13 10:00:00,29.999672216666667,258749.0,258749,847,2007-08-13 10:00:00,29.999672216666667,,0.009900990099009901
273,040988,NAMBOUR DAFF - HILLSIDE                 ,-26.6442,152.9383,53.2,4.614295,6.9374110953058326,0.0466146065042503,3.642642470023378,1.2667438662375026,2007-12-19 08:00:00,29.999888233333333,246831.0,246831,1742,2007-12-19 08:00:00,29.999888233333333,,0.009900990099009901
274,041097,INGLEWOOD FOREST                        ,-28.3661,150.9539,379.0,5.4786572,0.0,0.0013683773662764,1.557618946681124,3.517328328157258,2000-07-24 13:00:00,29.999881016666667,145058.0,145058,0,2000-07-24 13:00:00,29.999881016666667,,
275,041175,APPLETHORPE                             ,-28.6217,151.9533,871.6,7.269514,10.865206402695872,0.1171292019154975,3.208274791980718,2.265863916031415,1997-03-24 00:00:00,29.9999343,339787.0,339787,2260,1997-03-24 00:00:00,29.9999343,,0.009900990099009901
276,041359,OAKEY AERO                              ,-27.4034,151.7413,405.7,5.9872656,7.222222222222222,0.0051204309894904,1.3649214962005625,4.386527432910511,1995-11-06 15:00:00,29.9240177,375513.0,375514,28,1995-11-06 15:00:00,29.9240177,,0.009900990099009901
277,041522,DALBY AIRPORT                           ,-27.1605,151.2633,345.9,6.016582,6.333333333333333,0.005503789189231,1.3951794144423542,4.312407386387155,2006-07-06 15:00:00,29.999897916666665,246507.0,246507,9,2006-07-06 15:00:00,29.999897916666665,,0.5643564356435643
278,041525,WARWICK                                 ,-28.2061,152.1003,475.4,5.808574,8.046082949308756,0.0400408167300846,2.203790477023505,2.6357198019667103,1998-11-13 00:30:00,29.982974966666667,294342.0,294342,526,1998-11-13 00:30:00,29.982974966666667,,0.009900990099009901
279,041529,TOOWOOMBA AIRPORT                       ,-27.5425,151.9134,640.9,7.552426,9.176470588235292,0.0109220288044314,1.3576384864531903,5.56291379238168,1996-06-25 15:00:00,29.99993613333333,367657.0,367657,91,1996-06-25 15:00:00,29.999936133333332,,0.009900990099009901
280,041560,GOONDIWINDI AIRPORT                     ,-28.5226,150.3223,216.5,5.778338,6.666666666666667,0.0111261755072085,1.9281413746511091,2.996843505067373,2021-09-29 11:30:00,19.826652216666663,26776.0,26776,18,2021-09-29 11:30:00,19.826652216666666,,0.31683168316831684
281,042112,MILES CONSTANCE STREET                  ,-26.6569,150.1819,304.8,5.759771,6.64,0.0486288280210329,2.548750731285982,2.259840791611122,1998-11-10 13:00:00,29.990962116666665,272779.0,272779,299,1998-11-10 13:00:00,29.990962116666665,,0.009900990099009901
282,043091,ROMA AIRPORT                            ,-26.5477,148.771,307.4,6.437793,6.705882352941177,0.0187831112198618,1.8258790080459624,3.525859462563622,1997-03-24 00:00:00,29.9999343,342573.0,342573,143,1997-03-24 00:00:00,29.9999343,,0.009900990099009901
283,043109,ST GEORGE AIRPORT                       ,-28.0478,148.5957,198.5,6.4078445,7.571428571428571,0.0188453579993334,1.8539931194811536,3.4562396570545464,1998-11-09 07:00:00,29.99502568333333,296971.0,296971,171,1998-11-09 07:00:00,29.99502568333333,,0.009900990099009901
284,044021,CHARLEVILLE AERO                        ,-26.4139,146.2558,301.6,5.9635735,7.195652173913044,0.0137922811352083,1.820148791950466,3.2764208520667144,1995-10-13 21:00:00,29.99408835,436345.0,436345,144,1995-10-13 21:00:00,29.994088350000002,,0.009900990099009901
285,045009,BALLERA GAS FIELD                       ,-27.4008,141.8114,114.5,7.179987,6.4,0.0036653928730451,1.3942681658414708,5.149645620290036,2002-08-15 17:00:00,29.99991715,238092.0,238092,39,2002-08-15 17:00:00,29.999917149999998,,0.009900990099009901
286,045025,THARGOMINDAH AIRPORT                    ,-27.9867,143.815,130.9,6.581221,7.404761904761905,0.0082558186778709,1.6884752491005284,3.89773027894493,1999-09-14 09:00:00,29.98447425,295336.0,295336,131,1999-09-14 09:00:00,29.98447425,,0.019801980198019802
287,140007,REDLAND (ALEXANDRA HILLS)               ,-27.5433,153.2394,50.5,5.814766,7.254658385093168,0.0248147364678296,2.2568851756082497,2.576456256180004,2015-08-19 15:30:00,29.99977613333333,133591.0,133591,316,2015-08-19 15:30:00,29.999776133333334,,0.019801980198019802
288,140008,CANUNGRA (DEFENCE)                      ,-28.0437,153.1871,108.1,4.423792,8.390703517587939,0.0682991906467016,4.979548621162336,0.8883921459418076,2018-03-21 10:00:00,29.99966165,88576.0,88576,1423,2018-03-21 10:00:00,29.99966165,,0.009900990099009901
289,140009,GREENBANK (DEFENCE)                     ,-27.6932,152.9935,41.5,4.908845,8.680998613037447,0.0704862036924429,4.074592874455024,1.204744890855261,2018-03-21 10:00:00,29.99966165,88580.0,88580,1193,2018-03-21 10:00:00,29.99966165,,0.009900990099009901
290,140010,TIN CAN BAY (DEFENCE)                   ,-25.9351,152.9647,31.3,5.0545983,8.393939393939394,0.0259339310720981,2.5170895849116985,2.008112210924243,2018-03-21 10:00:00,29.99966165,88597.0,88597,168,2018-03-21 10:00:00,29.99966165,,0.009900990099009901
291,200001,MIDDLE PERCY ISLAND                     ,-21.6628,150.2711,208.7,8.471742,12.578260869565218,0.0322676570240505,1.4536700820201158,5.827829698852765,2004-07-19 15:00:00,29.99990861666667,270131.0,270131,446,2004-07-19 15:00:00,29.99990861666667,,0.009900990099009901
292,200283,WILLIS ISLAND                           ,-16.2878,149.9652,9.3,8.290417,10.2,0.0068813414944809,1.045418786738718,7.930235062440412,1996-02-25 14:00:00,29.591969233333334,394474.0,394475,13,1996-02-25 14:00:00,29.591969233333334,,0.5247524752475248
293,200601,CATO ISLAND                             ,-23.2503,155.542,6.3,7.3083787,7.8,0.0065918051957029,0.9507163968703284,7.687233249053204,2011-08-19 08:30:00,29.99985305,123788.0,123788,11,2011-08-19 08:30:00,29.999853050000002,,0.5148514851485149
294,200701,FREDERICK REEF                          ,-20.9375,154.4019,4.9,7.7917237,13.714285714285714,0.0155844142315454,1.022730822061927,7.618547872128313,2008-10-16 14:30:00,29.99988185,150288.0,150288,12,2008-10-16 14:30:00,29.99988185,,0.6138613861386139
295,200704,MARION REEF                             ,-19.0964,152.3892,2.0,,,,,7.762682330750516,2009-03-06 14:00:00,29.182688700000003,254077.0,,,,,,
296,200732,HOLMES REEF                             ,-16.4683,147.8734,1.9,7.975161,6.0,0.0094763381125335,1.0315795259409255,7.731019155617426,2004-03-04 08:00:00,29.7681779,156232.0,156232,1,2004-03-04 08:00:00,29.7681779,,1.0
297,200736,CREAL REEF                              ,-20.5303,150.3773,1.7,7.5786285,19.33333333333333,0.0049797045905182,0.9909561276118132,7.647794214970368,2008-04-10 15:00:00,29.999885916666663,160340.0,160340,16,2008-04-10 15:00:00,29.999885916666663,,0.693069306930693
298,200783,FLINDERS REEF                           ,-17.7195,148.4478,2.6,7.5321856,14.833333333333334,0.0067482248163052,0.988629581699004,7.618814664194043,2006-03-18 00:00:00,29.999899733333333,166696.0,166696,13,2006-03-18 00:00:00,29.999899733333333,,0.5841584158415841
299,200831,GANNET CAY                              ,-21.9769,152.4707,2.3,7.768302,5.0,0.0088597308601275,1.032899623639483,7.520868229609844,2004-03-04 09:00:00,29.919151666666668,161390.0,161390,4,2004-03-04 09:00:00,29.919151666666668,,0.009900990099009901
300,200840,BOUGAINVILLE REEF                       ,-15.4877,147.1183,0.0,8.515772,11.636363636363637,0.0151424319669286,1.070848517820645,7.952359016358111,2009-02-01 11:00:00,29.45528823333333,163172.0,163172,18,2009-02-01 11:00:00,29.45528823333333,,0.5247524752475248
301,200869,WILLIS ISLAND COMPARISON                ,-16.2878,149.965,8.1,8.290417,0.0,0.0,2.0165878502098287,4.111111111111112,2005-10-25 15:00:00,0.0,1.0,1,0,2005-10-25 15:00:00,0.0,,
302,200879,ARLINGTON REEF                          ,-16.7226,146.1124,0.0,7.972325,10.090909090909092,0.0108980322481628,1.1132412926101694,7.161362860950549,2010-05-04 11:00:00,29.999867716666664,225680.0,225680,14,2010-05-04 11:00:00,29.999867716666664,,0.5346534653465347
303,200880,LIHOU REEF LIGHTHOUSE                   ,-17.133,152.145,10.3,,,,,6.855449254416246,2013-09-30 09:30:00,29.9998204,167053.0,,,,,,
304,200892,TORRES STRAIT NTC AWS                   ,-10.5865,142.2219,3.0,7.4860168,6.75,0.0187290779522296,1.3655540546544491,5.482036192430343,2016-12-01 16:30:00,29.999730816666663,87473.0,87473,18,2016-12-01 16:30:00,29.999730816666666,,0.009900990099009901
305,200897,HOPE BANKS BEACON                       ,-27.4344,153.2904,7.0,7.476102,4.75,0.0128817241010539,1.5039172237468186,4.971086012752363,2021-04-16 14:00:00,29.999138016666667,34383.0,34383,12,2021-04-16 14:00:00,29.999138016666667,,0.0891089108910891
306,046012,WILCANNIA AERODROME AWS                 ,-31.5194,143.385,94.3,6.71817,6.733333333333333,0.0058970199972456,1.5532303593232322,4.325288986073413,2000-01-19 14:00:00,29.999778966666668,337043.0,337043,143,2000-01-19 14:00:00,29.999778966666668,,0.009900990099009901
307,046126,TIBOOBURRA AIRPORT                      ,-29.4448,142.0567,176.4,6.8355446,8.382352941176471,0.0074842764478446,1.4524444277105704,4.706234851929057,1997-09-21 16:00:00,29.999933016666667,311044.0,311044,94,1997-09-21 16:00:00,29.999933016666667,,0.009900990099009901
308,046128,FOWLERS GAP AWS                         ,-31.0863,141.7008,181.0,7.20423,7.924242424242424,0.0301337392055184,1.6738082462787305,4.304095076429606,2004-10-26 18:00:00,29.999907266666664,246974.0,246974,299,2004-10-26 18:00:00,29.999907266666664,,0.009900990099009901
309,046129,WHITE CLIFFS AWS                        ,-30.8522,143.0743,158.0,7.044349,6.923076923076923,0.0071198896585848,1.4696491699323984,4.793218230373326,2005-07-05 18:00:00,29.99990366666667,247031.0,247031,82,2005-07-05 18:00:00,29.99990366666667,,0.009900990099009901
310,047048,BROKEN HILL AIRPORT AWS                 ,-32.0012,141.4694,281.3,7.2803807,11.698412698412698,0.0229443219648712,1.5445224893671825,4.713677383126673,1989-01-01 13:30:00,29.99960056666667,412621.0,412621,513,1989-01-01 13:30:00,29.99960056666667,,0.009900990099009901
311,048027,COBAR MO                                ,-31.484,145.8294,260.0,7.035547,7.414462081128748,0.0251432233676472,2.1428345589845423,3.283289766880841,1989-01-18 16:30:00,29.95861035,388321.0,388371,1301,1989-01-18 16:30:00,29.95861035,,0.019801980198019802
